name,country,room_type,nr_nights,date,traveler_type,title_review,pos_review,neg_review,score,date_parsed,year,month,full_review_text,review_language,sentiment
Smith,Portugal,Budget Single Room,1,March 2024,Solo traveller,Exceptional,I like the staff it's was very clean location was good,I don't like turning in keys everything I go out because I forget so it's to much pressure,10.0,2024-03,2024,3,I like the staff it's was very clean location was good I don't like turning in keys everything I go out because I forget so it's to much pressure,en,positive
Radoslav,Germany,Budget Double Room,7,March 2024,Family,I enjoyed my stay in that hotel a lot. I would book a room in it again.,"Great location, clean room, friendly staff, amazing interior.",,10.0,2024-03,2024,3,"Great location, clean room, friendly staff, amazing interior.",en,positive
Stanley,United Kingdom,Budget Double Room,4,February 2024,Couple,Pleasant,"Location, basic hotel but clean and quirky ,breakfast satisfying, thank you.",Just wanted the bedside light repaired but no one came during 4 night stay.,6.0,2024-02,2024,2,"Location, basic hotel but clean and quirky ,breakfast satisfying, thank you. Just wanted the bedside light repaired but no one came during 4 night stay.",en,neutral
John,Ireland,Budget Single Room,1,March 2024,Couple,Exceptional,"Lovely breakfast, warm room,",,10.0,2024-03,2024,3,"Lovely breakfast, warm room,",en,positive
Caio,Brazil,Budget Single Room,6,February 2024,Solo traveller,Great quircky hotel in the heart of the historic Porto,"The hotel is located in an excellent location, close to the Aliados metro station, and in the historical part of the town. The room was spotless and the breakfast offered had a good value for the money - they offered a good selection of breads, cold cuts, and pastries in general. The staff was very welcoming and offered good recommendations for restaurants and things to do in town.",-,10.0,2024-02,2024,2,"The hotel is located in an excellent location, close to the Aliados metro station, and in the historical part of the town. The room was spotless and the breakfast offered had a good value for the money - they offered a good selection of breads, cold cuts, and pastries in general. The staff was very welcoming and offered good recommendations for restaurants and things to do in town. -",en,positive
Phyllis,Ireland,Budget Double Room,5,March 2024,Couple,Exceptional,"It was so close to all amenities, bars ,restaurants and ideal for wandering around porto,",Nothing,10.0,2024-03,2024,3,"It was so close to all amenities, bars ,restaurants and ideal for wandering around porto, Nothing",en,positive
Tarik,Slovenia,Budget Double Room,1,February 2024,Group,Exceptional,"Amazing hotel, large rooms with big toilet! 10/10 location, everything is 3min away.",,10.0,2024-02,2024,2,"Amazing hotel, large rooms with big toilet! 10/10 location, everything is 3min away.",en,positive
Selena,United Kingdom,Budget Single Room,2,February 2024,Solo traveller,Short stay in Porto,"Very good location, friendly and helpful reception staff. I liked my room, was specious, clean and had everything i needed it.",,10.0,2024-02,2024,2,"Very good location, friendly and helpful reception staff. I liked my room, was specious, clean and had everything i needed it.",en,positive
Nicholas,United Kingdom,Deluxe Double Room with Balcony,2,February 2024,Group,I wouldn’t stay there again If you payed me,Not much to be honest,The staff The room The bed The noise outside,1.0,2024-02,2024,2,Not much to be honest The staff The room The bed The noise outside,en,negative
Caroline,United Kingdom,Basic Double Room,3,February 2024,Family,Pleasant,Location was great.,Rooms are a bit dated but comfortable for the price.,6.0,2024-02,2024,2,Location was great. Rooms are a bit dated but comfortable for the price.,en,neutral
Victor,Malta,Budget Single Room,7,February 2024,Solo traveller,Exceptional,It was a nice experience,,10.0,2024-02,2024,2,It was a nice experience,en,positive
Nena,Serbia,Budget Double Room,2,February 2024,Couple,Exceptional,The decor is so amazing. It is so close to the metro station and the bus stations. The bed was comfortable and the bathroom was big. The breakfast was super tasty and there were plenty of choices for everyone.,,10.0,2024-02,2024,2,The decor is so amazing. It is so close to the metro station and the bus stations. The bed was comfortable and the bathroom was big. The breakfast was super tasty and there were plenty of choices for everyone.,en,positive
Clara,United Kingdom,Budget Double Room,5,February 2024,Family,Exceptional,"Amazing location, it was a walking distance to all the landmarks and close to a metro station. The staff were incredibly friendly and helpful. The room was nice, clean, and comfortable. Will definitely stay here again when I come back to Porto!",,10.0,2024-02,2024,2,"Amazing location, it was a walking distance to all the landmarks and close to a metro station. The staff were incredibly friendly and helpful. The room was nice, clean, and comfortable. Will definitely stay here again when I come back to Porto!",en,positive
Volha,Belarus,Twin Room,1,November 2023,Group,Great price/quality balance!,Great location in the city center near the main attractions! Wonderful view from the window and the balcony! The room was superb with two separate wc for each person. It was very nice to receive a compliment from the hotel.,"One set of the toiletry accessories was incomplete. We were also upset about the Wi-Fi, because there was no connection in the room.",10.0,2023-11,2023,11,"Great location in the city center near the main attractions! Wonderful view from the window and the balcony! The room was superb with two separate wc for each person. It was very nice to receive a compliment from the hotel. One set of the toiletry accessories was incomplete. We were also upset about the Wi-Fi, because there was no connection in the room.",en,positive
Coral,United Kingdom,Budget Double Room,2,January 2024,Couple,"Value for money , great staff and fabulous location","Quirky items to look at , very clean and in a great location","Bathroom a bit tired, needs new sealant and taps covered in lime scale",10.0,2024-01,2024,1,"Quirky items to look at , very clean and in a great location Bathroom a bit tired, needs new sealant and taps covered in lime scale",en,positive
John,United Kingdom,Basic Double Room,3,January 2024,Group,Exceptional,"Hotel staff were really friendly, the location was perfect and the room was clean and surprisingly comfortable. And it was a very reasonable price. Nothing bad to say about the place at all. The little museum room, old trinkets and quirkyness was quite cool too.",,10.0,2024-01,2024,1,"Hotel staff were really friendly, the location was perfect and the room was clean and surprisingly comfortable. And it was a very reasonable price. Nothing bad to say about the place at all. The little museum room, old trinkets and quirkyness was quite cool too.",en,positive
